accession	organism_name	tax_id	best_match_organism	ani	best_type_assembly	best_match_category	match_status	taxonomy_check_status	submitted_organism
GCA_042055065.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043498035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043661035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043661105.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.74	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840105.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840125.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840245.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840335.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840395.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840415.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.84	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840435.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840665.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840685.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840745.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043840905.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043842955.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843095.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843235.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843255.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843315.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843355.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843435.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843555.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.1	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843655.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843855.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043843975.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844035.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844135.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844215.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844355.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844425.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844445.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844565.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844625.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844695.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844735.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844785.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844875.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_043844935.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_045586155.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_046056635.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_046057055.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_048265885.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_048266605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_048820735.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049463735.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049463835.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049463955.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.83	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049463975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464025.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464075.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464095.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464155.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464195.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464315.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464415.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464595.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464655.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.76	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464675.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.76	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464775.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464815.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464895.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.84	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049464975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465005.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465075.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465115.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465135.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465195.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.82	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465235.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465385.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465435.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465475.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465495.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465595.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.85	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465635.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465695.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465735.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465815.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465855.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465955.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049465975.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466075.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.8	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466135.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466185.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466375.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466455.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466475.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.84	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466775.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466835.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466935.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049466975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049467055.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.83	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049467075.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_049467175.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050875585.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050875605.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050875765.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050875825.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050876145.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050876325.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050877105.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_050877125.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052037565.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052037675.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052168155.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052227675.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052879055.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052879275.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_052879475.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081785.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081825.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081845.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081865.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.82	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081885.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081905.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081915.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081945.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081965.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053081975.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053082005.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053082045.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053082065.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083205.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083245.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.83	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083255.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083285.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083305.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083325.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.01	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083445.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083465.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083485.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083505.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083525.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083545.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083565.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083585.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083605.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083625.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083645.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083665.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083685.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083705.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083715.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083745.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083765.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083785.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053083815.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084005.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084365.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084385.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084405.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084425.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.12	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084435.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084465.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084485.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084505.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.87	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053084625.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.89	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053348535.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053348555.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053348575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_053348615.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_054111865.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_055532125.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056531025.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056953905.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.92	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056953985.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.93	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056954005.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056954085.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_056954125.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057431405.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.1	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057434045.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.11	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057434095.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798455.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.08	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798535.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798575.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798635.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798655.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_057798795.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_058037045.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.2	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_058148205.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_058148245.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.06	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_058148265.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.09	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_058148365.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_903986725.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_903986945.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_903986995.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
